Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  BRANKO OZIMEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MIROSLAV RAJH  ;AKCIJA MLADIH - AM  , Nositelj liste:  VOJMIR SABOLIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  RUDOLF FORKO   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  IVAN MARTAN ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU  , Nositelj liste:  BOŽO RENDIÆ   ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  dr.sc. ZVONIMIR SABATI ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS , ZAGORSKA DEMOKRATSKA STRANKA - ZDS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ   ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ROBERT ŠPOLJAR, dipl.ing.sig.;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  LADISLAV ILÈIÆ  ;MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS  , Nositelj liste:  ŽELJKO PAVLIC  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  DEAN GOLUBIÆ, dipl.krim. ;NEOVISNA LISTA  , Nositelj liste:  IVAN FIOLIÆ FIO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ   ;, NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  RADIMIR ÈAÈIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  FRANJO GOLENKO ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGORSKA STRANKA - ZS  , Nositelj liste:  MILJENKO JERNEIÆ  ;ZELENA LISTA  , Nositelj liste:  STANKO BEZEK  ;ZELENA STRANKA - ZS  , Nositelj liste:  TIHOMIR CAMPANELLO  ;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;4;DOBRI ZDENCI;PODRUÈNA ŠKOLA;DOBRI ZDENCI 24;309;206;206;202;4;0;0;0;0;1;2;0;2;1;3;38;1;1;13;31;2;0;0;11;6;1;0;1;1;1;84;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;5;DUBOVEC;PODRUÈNA ŠKOLA;DUBOVEC 76;277;165;165;165;0;0;1;1;2;0;2;0;1;2;1;29;0;0;8;11;3;1;0;7;1;3;0;1;0;1;87;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;6;GUSAKOVEC;KUÆA BAKRAN KRUNOSLAVA;GUSAKOVEC 85A;199;109;109;107;2;0;0;0;0;2;2;0;4;0;1;12;0;0;7;3;2;3;0;2;0;0;0;1;2;0;63;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;7;MODROVEC;DRUŠTVENI DOM;MODROVEC BB;351;226;226;219;7;0;0;2;2;1;4;0;4;1;2;18;0;0;8;13;4;1;0;8;19;0;0;6;1;0;116;0;0;2;2;5;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;8;SLANI POTOK;KUÆA DAMIRA KOSEC;SLANI POTOK 17A;355;149;149;149;0;0;1;0;2;0;3;0;6;1;0;64;1;0;7;2;2;0;0;3;9;1;2;3;0;0;42;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;9;BREZJE;KUÆA STJEPANA SAÈERA;BREZJE 63;205;151;151;146;5;0;0;1;2;0;3;0;0;2;1;25;0;0;6;7;3;0;0;8;15;0;0;4;0;0;67;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;10;KARIVAROŠ;KUÆA MAKAR SLAVKA;KARIVAROŠ 96;270;128;128;127;1;0;1;1;2;0;0;0;2;0;2;39;0;1;6;3;1;0;0;3;7;0;0;0;0;0;57;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;11;JAKŠINEC;TRGOVINA DREMPETIÆ STJEPANA;HUM STUBIÈKI 173B;231;111;111;107;4;0;3;1;4;0;4;0;2;0;1;11;0;1;4;7;2;3;0;1;4;0;1;2;1;0;51;0;0;1;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;12;GORNJA STUBICA;"OSNOVNA ŠKOLA ""MATIJE GUPCA""";M. GUPCA 2;752;462;462;456;6;0;2;1;9;3;14;2;10;1;2;84;1;3;20;44;2;4;2;32;25;2;0;3;2;0;180;1;0;5;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;13;SAMCI;MUZEJ SELJAÈKIH BUNA;SAMCI 64;283;184;184;182;2;0;0;1;1;0;4;1;0;2;1;27;0;0;11;17;3;5;0;8;2;0;0;0;1;0;96;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;14;PASANSKA GORICA;KUÆA MARIJE OSREÈAK;PASANSKA GORICA 15;138;91;91;90;1;0;0;0;0;0;0;0;6;2;3;16;0;0;1;5;2;1;0;6;11;0;3;1;2;0;29;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJA STUBICA;15;ŠAGUDOVEC;DVD ŠAGUDOVEC;ŠAGUDOVEC BB;194;123;123;118;5;1;0;2;0;0;5;1;1;0;0;29;0;1;12;11;3;1;1;5;0;0;0;3;0;0;41;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;1;DONJI KNEGINEC;DRUŠTVENI DOM;ZAVRTNA BB;656;483;483;478;5;0;0;0;3;16;5;0;5;0;3;120;0;0;79;4;5;1;0;15;15;0;0;2;2;0;198;2;0;2;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;2;GORNJI KNEGINEC - 1;OSNOVNA ŠKOLA - BIR.1;GORNJI KNEGINEC;467;351;351;348;3;0;0;1;3;8;3;1;3;0;1;73;0;0;7;8;2;0;1;23;14;1;0;0;1;0;198;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;3;GORNJI KNEGINEC - 2;OSNOVNA ŠKOLA - BIR. 2;GORNJI KNEGINEC;975;708;708;684;24;1;0;2;3;19;3;0;13;3;3;142;0;3;40;7;13;2;0;36;23;0;1;2;1;0;364;1;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;4;TURÈIN;DRUŠTVENI DOM;TRG FRANJE TUÐMANA 1;846;607;607;604;3;0;0;2;5;20;2;1;7;1;3;130;1;0;18;11;7;2;3;56;21;0;1;2;2;0;303;0;0;1;2;3;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;5;MALI VRH;MJESNI ODBOR VARAŽDINBREG II.;MALI VRH BB;582;378;378;374;4;0;0;1;5;21;1;0;4;1;4;63;1;0;21;9;11;2;1;39;19;2;0;0;3;0;163;0;1;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;6;HALIÆ;VATROGASNI DOM;HALIÆ BB;700;454;454;443;11;0;1;1;2;11;3;2;9;3;0;86;0;0;29;7;2;1;3;40;15;1;0;1;8;1;216;0;1;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI KNEGINEC;7;LUŽAN BIŠKUPEÈKI;DRUŠTVENI DOM;KRALJA ZVONIMIRA BB;562;381;381;370;11;0;0;2;0;2;4;1;12;8;1;72;1;0;27;0;7;2;2;17;4;2;1;0;1;0;201;2;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;1;GORNJI MIHALJEVEC;DOM KULTURE - VELIKA DVORANA A;GORNJI MIHALJEVEC 74;355;257;257;255;2;1;0;2;1;0;2;0;3;1;2;42;0;0;2;13;1;2;0;47;2;3;0;1;0;0;127;2;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;2;GORNJI MIHALJEVEC;DOM KULTURE - VELIKA DVORANA B;GORNJI MIHALJEVEC 74;334;161;161;158;3;0;0;2;1;0;6;0;2;0;2;30;0;0;3;14;3;0;1;26;0;2;0;0;0;0;66;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;3;GORNJA DUBRAVA;VATROGASNI DOM;GORNJA DUBRAVA BB;234;131;131;129;2;0;0;0;2;3;2;0;3;0;1;18;1;0;4;26;2;0;0;16;2;2;0;1;1;0;45;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;4;PRESEKA;VATROGASNI DOM;PRESEKA BB;256;184;184;183;1;0;0;0;3;0;4;0;4;0;2;13;0;0;3;12;2;2;0;47;2;0;1;0;0;0;87;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;5;MARTINUŠEVEC;VATROGASNI DOM;MARTINUŠEVEC BB;119;75;75;73;2;0;0;0;0;0;0;0;1;1;1;14;0;0;6;4;1;0;0;4;0;1;1;0;1;0;38;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;6;VUKANOVEC;DOM KULTURE;VUKANOVEC BB;250;155;155;154;1;0;0;1;1;1;2;0;0;0;1;20;1;0;5;11;4;0;1;32;0;3;2;0;2;0;64;1;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;GORNJI MIHALJEVEC;7;DRAGOSLAVEC SELO;DOM KULTURE;DRAGOSLAVEC SELO BB;180;132;132;131;1;0;0;0;1;0;0;0;3;0;0;10;0;0;3;10;2;0;0;26;0;4;0;0;1;0;71;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HRAŠÆINA;1;TRGOVIŠÆE;OSNOVNA ŠKOLA;TRGOVIŠÆE;297;182;182;177;5;0;0;0;1;0;1;1;4;2;0;54;0;0;30;6;1;1;1;9;1;1;0;2;0;0;60;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HRAŠÆINA;2;HRAŠÈINA;KUÆA DRAGUTINA ŠVEC;HRAŠÈINA 6;211;122;122;121;1;0;0;0;3;3;4;0;4;0;1;31;0;1;9;3;2;0;0;5;5;1;0;1;2;0;44;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HRAŠÆINA;3;VRBOVO;PROSTORIJE DVD;VRBOVO;252;104;104;99;5;1;0;0;1;0;0;1;0;0;0;14;0;0;26;1;1;1;0;4;0;2;0;2;0;1;42;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HRAŠÆINA;4;HUSINEC;STARA ŠKOLA;HUSINEC;244;104;104;99;5;0;1;0;1;0;1;0;0;1;2;21;0;0;16;2;2;1;0;4;0;0;0;1;0;0;43;0;0;2;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HRAŠÆINA;5;GORNJI KRALJEVEC;PROSTORIJE VIS-A;GORNJI KRALJEVEC;398;181;181;175;6;0;0;0;2;0;8;0;2;0;1;34;0;0;42;3;2;0;0;7;1;0;2;0;2;1;65;0;0;2;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;1;LUPINJAK;PODRUÈNA ŠKOLA;LUPINJAK;497;248;248;236;12;1;0;0;1;0;5;2;11;1;1;45;1;1;22;8;4;2;1;13;1;2;0;1;1;0;106;1;0;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;2;KLENOVEC HUMSKI;VATROGASNI DOM;KLENOVEC HUMSKI;329;182;182;179;3;1;1;1;5;0;5;1;7;0;0;26;0;0;9;6;1;0;0;11;2;1;0;0;0;0;97;0;0;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;3;OREŠJE HUMSKO;SPOMEN DOM;OREŠJE HUMSKO;329;177;177;172;5;0;0;0;4;0;7;0;5;0;1;17;0;0;29;7;1;0;2;6;0;1;1;2;4;0;83;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;4;DRUŠKOVEC HUMSKI;PODRUÈNA ŠKOLA;DRUŠKOVEC HUMSKI;587;312;312;301;11;0;1;0;1;4;3;0;10;1;2;59;1;0;24;14;4;5;4;8;0;0;0;1;3;0;148;0;0;5;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;5;BREZNO;PODRUÈNA ŠKOLA;BREZNO;443;203;203;198;5;1;1;2;3;2;8;2;3;2;4;42;1;2;40;3;2;0;1;13;2;0;0;0;0;1;61;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;6;PRIŠLIN;PODRUÈNA ŠKOLA;PRIŠLIN;917;511;511;500;11;0;1;2;8;1;11;6;13;4;12;108;0;1;49;13;8;3;2;19;2;1;1;4;2;0;225;0;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;7;LASTINE;MATIÈNI URED;LASTINE 1;763;419;419;411;8;0;0;6;8;5;17;3;7;0;3;56;0;3;15;13;11;4;1;20;2;3;0;3;0;0;226;2;0;1;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;HUM NA SUTLI;8;KLENOVEC HUMSKI;DOM KULTURE;HUM NA SUTLI 175;655;401;401;398;3;0;1;1;8;0;5;1;14;0;4;49;0;0;16;8;4;4;4;30;1;2;0;2;4;0;231;4;0;2;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;1;JALŽABET;"OSNOVNA ŠKOLA ""PETAR ZRINSKI""";JALŽABET;624;392;392;384;8;1;1;0;1;19;4;1;7;1;4;113;0;1;13;5;2;0;0;19;12;1;0;2;0;0;171;2;0;1;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;2;NOVAKOVEC;DRUŠTVENI DOM;NOVAKOVEC;374;253;253;245;8;2;1;0;2;9;1;0;0;1;2;60;0;1;12;6;2;0;0;14;2;3;3;1;0;1;119;0;0;1;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;3;IMBRIOVEC;DRUŠTVENI DOM;IMBRIOVEC;267;159;159;155;4;0;0;1;0;6;2;0;2;1;1;36;0;0;11;0;2;3;0;10;6;0;0;0;0;0;72;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;4;LEŠTAKOVEC;DRUŠTVENI DOM;LEŠTAKOVEC;243;173;173;166;7;0;0;0;1;23;2;1;5;1;0;29;0;0;11;1;3;0;0;17;3;0;0;2;0;1;65;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;5;KELEMEN;DRUŠTVENI DOM;KELEMEN;465;310;310;300;10;0;1;0;4;26;2;0;2;0;5;41;0;4;10;6;8;1;0;17;0;2;0;1;0;2;167;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;6;KAŠTELANEC;DRUŠTVENI DOM;KAŠTELANEC;361;231;231;225;6;0;1;0;0;64;0;0;3;2;0;22;0;1;6;3;2;0;0;7;0;0;0;0;7;0;105;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JALŽABET;7;JAKOPOVEC;DRUŠTVENI DOM;JAKOPOVEC;388;249;249;244;5;0;0;1;0;36;0;0;1;0;0;19;0;0;8;3;2;0;1;20;2;0;0;0;8;0;142;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JESENJE;1;GORNJE JESENJE;DVORANA DOMA KULTURE;GORNJE JESENJE 103;623;441;441;424;17;1;1;2;6;0;2;0;9;0;3;157;0;3;16;11;3;5;1;26;3;2;0;0;2;0;164;1;1;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JESENJE;2;DONJE JESENJE;DRUŠTVENI DOM;DONJE JESENJE  BB;295;218;218;211;7;0;0;0;0;0;2;0;1;1;1;42;0;1;12;7;4;0;0;8;2;1;0;2;1;0;122;1;0;2;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JESENJE;3;CERJE JESENJSKO;KUÆA SMILJANEC BRANKE;CERJE JESENJSKO 4;145;100;100;98;2;0;0;0;0;0;0;0;3;1;2;32;0;1;4;0;0;0;3;1;0;0;0;1;0;0;48;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JESENJE;4;LUŽANI ZAGORSKI;KUÆA BUKVIÆ DRAGUTINA;LUŽANI ZAGORSKI 44A;120;75;75;68;7;0;0;0;1;0;0;0;2;0;1;39;0;0;1;3;0;0;2;5;0;0;0;0;0;0;13;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;JESENJE;5;BRDO JESENJSKO;KUÆA RANOGAJEC IVANA;BRDO JESENJSKO 16;150;80;80;79;1;1;1;0;3;2;0;0;6;0;1;25;0;0;0;1;0;0;0;2;0;0;0;0;0;3;33;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;1;KLENOVNIK - 1;OSNOVNA ŠKOLA - BIR 1;KLENOVNIK;535;333;333;328;5;0;1;1;1;3;1;0;3;1;0;67;0;0;27;6;5;0;0;16;7;2;0;1;1;0;179;0;0;6;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;2;KLENOVNIK - 2;OSNOVNA ŠKOLA - BIR.2;KLENOVNIK;344;190;190;185;5;0;0;0;3;0;0;0;4;0;0;46;1;0;12;1;5;1;2;7;0;0;0;0;2;0;100;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;3;PLEMENŠÆINA;KUÆA SLAVKA BUNIÆA (STJEPANA);PLEMENŠÆINA 44;100;58;58;56;2;0;0;0;2;0;4;0;1;0;2;5;0;0;12;1;2;0;0;0;0;2;0;0;0;0;25;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;4;KLENOVNIK - 3;OSNOVNA ŠKOLA - BIR.3;KLENOVNIK;132;66;66;65;1;0;0;0;1;0;0;0;0;0;2;11;0;0;5;1;1;0;0;0;0;1;0;0;0;0;42;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;5;LIPOVNIK;LOVAÈKI DOM;LIPOVNIK 61A;321;185;185;182;3;1;1;2;2;2;4;0;3;1;4;25;0;0;9;6;2;3;0;12;1;0;0;0;1;0;102;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;6;DUBRAVEC - 1;KUÆA STJEPANA ŠAMBARA;DUBRAVEC 125;182;124;124;121;3;0;0;0;0;0;1;0;2;0;1;29;0;1;3;6;0;0;0;4;0;0;0;0;0;0;72;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KLENOVNIK;7;DUBRAVEC - 2;KUÆA STJEPANA ŠKVARIÆA;DUBRAVEC 29;188;113;113;112;1;0;1;1;0;1;0;0;1;1;1;27;0;0;12;9;9;0;0;4;3;0;0;0;0;0;41;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;1;KONJŠÈINA;SREDNJA ŠKOLA;MATIJE GUPCA 5;845;601;601;591;10;1;2;0;2;0;2;5;11;4;1;91;0;0;10;18;14;7;1;57;11;0;0;4;3;0;340;2;1;2;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;2;JELOVEC;KUÆA KOSOVEC SLAVE;JELOVEC 18;143;96;96;94;2;1;0;0;2;0;1;0;4;0;0;11;0;0;13;6;2;0;0;2;1;0;0;0;0;1;49;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;3;JERTOVEC I;OSNOVNA ŠKOLA;JERTOVEC;490;286;286;280;6;0;1;4;1;0;0;0;3;2;1;80;2;0;23;5;5;5;2;12;3;0;0;1;4;2;118;2;0;2;0;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;4;JERTOVEC II;VATROGASNI DOM (KOD MAÈKOVIÆA);JERTOVEC;140;75;75;75;0;0;0;0;1;1;1;0;5;0;2;11;0;0;2;3;2;0;0;1;1;0;0;0;1;0;43;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;5;PEŠÆENO;"PROSTORIJE ""ARMKA"" D.D.";PEŠÆENO BB;135;92;92;91;1;0;0;0;2;0;0;0;1;0;1;14;0;0;16;5;0;0;0;5;3;0;0;0;0;0;41;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;6;BOÈADIR;DRUŠTVENI DOM;BOÈADIR;119;94;94;91;3;0;0;1;0;0;0;1;1;0;1;30;0;0;9;2;0;0;0;6;3;0;0;1;1;0;35;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;7;BRLEKOVO;PROSTOR ŽELJKA TURÈINA;BRLEKOVO 27;53;29;29;26;3;0;0;0;0;0;0;0;2;0;0;3;0;0;2;0;0;0;0;0;1;0;0;1;2;0;11;0;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;8;DONJA BATINA;KUÆA OZIMEC DARKA;DONJA BATINA;80;55;55;53;2;0;0;0;0;0;0;2;3;0;0;13;0;0;5;0;2;0;1;0;0;1;0;2;1;0;22;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;9;GORNJA KONŠÈINA;VATROGASNI DOM;GORNJA KONJŠÈINA;100;69;69;66;3;0;0;0;1;0;2;0;0;0;1;26;0;0;3;0;3;1;1;2;0;1;0;0;0;0;23;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;10;KLIMEN;DRUŠTVENI DOM;KLIMEN;112;68;68;66;2;0;0;0;0;1;0;1;1;0;0;30;0;0;7;0;1;0;0;5;0;0;0;2;0;0;18;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;11;TURNIŠÆE;DRUŠTVENI DOM;TURNIŠÆE;221;112;112;107;5;0;0;0;6;0;1;0;2;1;0;26;0;0;9;3;0;1;2;8;2;0;0;2;0;0;44;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;12;KOSOVEÈKO;DRUŠTVENI DOM;KOSOVEÈKO;78;53;53;52;1;0;0;0;0;0;1;0;2;0;0;6;1;0;5;0;1;0;0;3;0;0;0;0;0;0;32;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;13;DONJA KONJŠÆINA;VATROGASNI DOM;DONJA KONJŠÈINA;110;86;86;85;1;0;0;2;1;0;1;1;1;1;1;23;0;0;6;4;1;4;0;7;3;0;0;0;1;0;27;1;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;14;GALOVEC;VATROGASNI DOM;GALOVEC-KRAPINA SELO;100;70;70;68;2;0;0;0;1;0;2;0;4;0;0;7;0;0;7;2;2;0;0;5;1;0;0;0;0;0;36;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;15;KRAPINA SELO;KUÆA FRKOVIÆ BORISA;KRAPINA SELO 8;144;83;83;80;3;0;0;0;0;0;0;2;4;0;0;18;0;0;1;1;3;1;1;7;1;1;0;0;0;0;38;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;16;BOÈAKI;KUÆA KRUHEK VLADIMIRA;BOÈAKI 11;166;124;124;118;6;1;0;0;0;0;1;1;7;1;1;31;0;0;5;1;1;0;2;5;3;0;0;1;2;0;51;1;0;2;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KONJŠÈINA;17;SUŠOBREG;VATROGASNI DOM;SUŠOBREG;192;126;126;125;1;1;0;0;0;0;1;0;5;2;2;20;0;0;30;3;0;0;1;4;4;0;0;0;3;0;45;0;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KOTORIBA;1;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 3. A RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;908;570;570;565;5;2;0;1;4;2;5;1;8;2;2;90;2;2;5;22;8;3;5;86;10;11;0;0;7;0;287;0;0;0;0;0;;;;;;;;;;;;;;;;;
