Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  VLADIMIR SEVER  ;AKCIJA MLADIH - AM  , Nositelj liste:  IGOR PUHAR;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR  ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MILAN BINGULA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;GLAS RAZUMA  , Nositelj liste:  MILAN LELAS, dipl.ing.prometa, pilot ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  VLADO MIKLOBUŠEC  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  DARKO PETRIÈIÆ ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  JOSIP FRIŠÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;  , HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZVONKO BAJAN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  EMIL ZORAJ ;Predlagatelji: NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  DARKO DUGA;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  BRANKO STOJKOVIÆ ;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  KREŠIMIR ŠTETIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ  ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO JEFTIMIJA, dr.  ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  ŽELJKO TUPEK ;ZELENA STRANKA - ZS  , Nositelj liste:  LJUBO SUBOTIÆ, prof.;ZELENI ZAJEDNO  , Nositelj liste:  SRÐAN DVORNIK, mag. pol. ;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;28;MIROŠEVEC;PROSTORIJE MJESNOG ODBORA;MIROŠEVEÈKA CESTA 131;1.516;957;957;944;13;1;3;3;7;9;6;1;27;1;10;0;1;201;3;5;1;10;48;38;42;80;10;2;62;0;15;0;0;10;330;1;3;5;6;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;29;NOVOSELEC;PROSTORIJE MJESNOG ODBORA;NOVOSELEÈKI PUT 181;1.303;770;770;756;14;0;1;5;0;3;2;2;10;1;1;0;0;211;3;0;0;12;38;23;34;33;10;0;85;0;12;0;0;0;239;1;1;1;25;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;30;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1.142;709;696;688;8;1;2;3;8;1;6;0;19;1;9;0;2;139;1;0;0;15;41;27;30;38;10;1;38;0;12;0;0;0;262;1;1;3;12;3;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;31;OPOROVEC;PROSTORIJE MJESNOG ODBORA;OPOROVEÈKI VINOGRADI 20;1.370;791;791;780;11;0;1;3;1;2;12;0;38;0;4;0;1;210;11;0;0;5;37;35;48;47;14;0;41;0;18;0;0;2;240;1;1;4;2;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;32;POLJANICE;PROSTORIJE MJESNOG ODBORA;DUBRAVA 203;1.330;849;849;837;12;1;4;2;8;7;3;0;27;2;5;0;2;158;2;0;0;23;44;34;45;65;33;2;33;0;15;1;1;0;311;2;2;2;3;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;33;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1.650;998;995;983;12;1;0;1;4;5;4;1;42;1;4;0;3;273;6;2;2;12;47;45;47;42;36;0;38;0;24;0;0;5;330;1;2;3;0;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;34;POLJANICE;DJEÈJI VRTIÆ SUNCE;TREÆE POLJANICE 2;1.268;750;724;714;10;0;1;0;3;8;3;0;26;1;2;2;3;207;3;2;2;1;28;23;32;49;13;0;32;1;28;0;0;3;236;1;1;1;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;35;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;VILE VELEBITA 15A;993;648;648;640;8;0;1;2;4;4;3;0;21;0;2;0;1;100;5;0;0;8;19;20;16;38;13;0;36;0;12;0;0;1;320;1;2;5;3;2;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;36;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;VILE VELEBITA 15A;1.167;704;704;692;12;0;0;0;5;4;3;1;27;0;1;0;3;135;1;0;0;8;21;16;20;65;4;0;35;0;20;0;0;1;311;0;0;3;3;3;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;37;STUDENTSKI GRAD;OŠ VJENCESLAVA NOVAKA;VILE VELEBITA 15A;1.189;798;798;786;12;0;4;1;10;5;2;0;37;1;3;0;0;118;3;1;0;6;21;7;12;55;9;1;25;0;17;0;0;0;433;4;0;5;4;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;38;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;VILE VELEBITA 10/3;998;615;615;598;17;0;0;1;4;2;2;1;26;1;5;1;0;90;2;0;0;5;34;20;11;50;10;0;16;0;16;0;0;0;290;5;1;3;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;39;STUDENTSKI GRAD;PROSTORIJE MJESNOG ODBORA;VILE VELEBITA 10/3;1.243;783;783;771;12;0;4;2;7;2;3;1;28;2;2;0;0;160;8;0;0;16;24;25;29;55;12;1;31;1;20;1;0;2;319;2;1;6;5;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;40;STUDENTSKI GRAD;PREHRAMBENO-TEHNOLOŠKA ŠKOLA;GJURE PREJCA 2;1.138;829;829;810;19;0;1;1;11;8;4;1;27;3;2;0;0;113;2;1;0;4;19;23;32;72;18;1;25;0;22;0;0;1;410;0;1;4;1;2;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;41;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;1.014;538;538;528;10;0;1;0;1;2;1;0;13;0;1;0;5;213;7;1;0;5;30;31;34;20;19;0;15;0;20;0;1;2;104;1;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;42;TRNOVÈICA;OŠ A.B. ŠIMIÆA;KROTOVICA 15;1.078;664;664;658;6;0;1;1;4;4;3;0;23;0;2;0;1;183;7;1;0;7;22;19;41;39;40;0;18;0;15;0;0;1;211;2;0;2;4;2;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;43;TRNOVÈICA;PROSTORIJE MJESNOG ODBORA;TRNOVÈICA 2A;1.350;795;793;784;9;0;1;2;2;7;2;0;22;0;5;0;1;272;3;0;0;3;39;69;39;39;44;0;22;1;17;1;1;0;187;0;0;0;3;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;44;ZELENI BRIJEG;TENISKI KLUB MIROŠEVEÈINA;MIROŠEVEÈKI BRIJEG 45;627;421;421;417;4;0;0;2;5;15;0;1;10;2;3;0;1;67;1;0;0;6;23;21;9;36;5;0;16;1;18;0;0;1;160;1;0;3;5;1;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;45;ÈULINEC;PROSTORIJE MJESNOG ODBORA;ULICA BADEMA 2A;1.725;1.097;1.097;1.082;15;3;1;3;3;5;4;2;40;0;5;2;3;202;3;0;0;40;29;25;32;80;24;4;77;0;17;0;0;2;446;3;1;14;5;2;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;46;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1.469;894;894;876;18;0;0;4;8;4;3;3;33;1;1;0;1;191;5;1;0;10;30;28;42;55;19;0;47;0;23;1;0;7;346;0;0;5;6;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;47;DONJA DUBRAVA;OŠ MARIJE JURIÆ ZAGORKE;ŠTEFANOVEÈKA CESTA 67;1.488;901;899;892;7;1;1;6;7;9;2;1;20;1;4;1;3;180;2;2;0;14;46;25;33;54;14;1;40;1;23;0;0;3;379;2;2;2;6;3;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;48;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA 1;1.309;829;829;817;12;1;1;5;6;7;3;1;18;0;3;0;2;167;3;0;1;8;41;34;52;64;12;0;26;0;18;0;0;0;334;0;2;4;2;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;49;IVAN MAŽURANIÆ;OŠ IVANA MAŽURANIÆA;JAVORINSKA 1;1.199;731;731;718;13;0;1;1;1;7;3;1;26;0;4;1;3;187;5;0;0;12;25;30;34;47;14;0;32;0;20;1;1;5;242;3;1;4;3;0;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;50;IVAN MAŽURANIÆ;DOM ZDRAVLJA ZAGREB-ISTOK AMBULANTA;SLAVONSKA 35;1.623;1.042;1.040;1.027;13;0;1;3;10;7;4;4;37;0;4;0;2;266;5;1;0;10;59;38;43;60;11;0;56;0;12;0;0;4;377;1;1;5;4;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;51;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;974;691;685;679;6;0;0;0;8;5;2;1;27;0;2;1;1;117;0;0;1;8;24;15;39;49;11;0;19;1;18;0;0;0;323;2;1;3;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;52;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1.266;749;722;708;14;3;1;3;3;4;0;0;31;2;6;1;4;175;4;1;0;17;30;38;21;40;24;0;19;0;24;0;0;1;244;4;2;4;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;53;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1.544;992;992;983;9;0;1;4;5;3;10;1;44;2;2;4;2;195;7;1;1;12;37;31;47;67;22;0;37;1;16;1;0;2;413;3;0;3;5;3;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;54;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1.334;914;914;907;7;0;2;3;12;10;5;0;20;3;2;4;2;169;2;1;0;9;31;21;38;71;16;0;40;1;28;1;0;5;388;1;1;4;10;4;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;55;NOVI RETKOVEC;OŠ RETKOVEC;ALEJA JAVORA 2;1.317;825;821;805;16;0;3;2;2;6;9;3;20;1;1;0;2;142;1;0;1;5;30;14;32;65;10;0;30;0;15;0;0;2;392;0;1;0;8;5;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;56;NOVI RETKOVEC;PROSTORIJE MJESNOG ODBORA;ULICA BREZA 26;1.269;814;814;805;9;2;2;2;3;6;6;4;19;2;4;1;1;105;2;1;0;14;41;28;23;69;17;4;49;0;15;0;1;1;370;2;5;2;2;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;57;STARI RETKOVEC;PROSTORIJE MJESNOG ODBORA;I. RETKOVEC 2A;2.134;1.129;1.126;1.111;15;3;3;5;7;9;2;3;54;0;2;1;2;199;6;0;0;17;33;36;27;73;14;5;160;0;23;1;0;1;403;1;0;5;13;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;58;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA 23;1.403;879;878;861;17;0;2;5;6;2;3;1;25;2;4;1;3;207;4;0;2;12;32;38;19;76;12;0;40;2;15;0;1;3;328;1;0;5;6;3;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;59;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA 23;1.400;835;834;817;17;0;0;4;10;7;5;6;26;1;3;2;2;179;3;1;1;6;36;29;36;50;9;0;39;0;19;0;0;3;323;1;4;2;7;3;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;60;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA 23;1.464;886;886;874;12;2;3;2;8;8;5;1;30;4;5;1;3;164;1;0;1;43;36;39;35;48;6;0;51;0;12;0;0;2;344;4;1;2;7;3;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;61;30. SVIBNJA 1990.;PROSTORIJE MJESNOG ODBORA;VINODOLSKA 23;1.204;632;632;617;15;0;1;5;5;1;3;5;26;2;1;1;2;109;2;0;0;5;14;26;15;29;24;1;57;2;21;0;0;0;256;0;0;1;0;3;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;62;ADAMOVEC;PROSTORIJE MJESNOG ODBORA;KNEZA ADAMA 1;739;429;429;421;8;0;3;2;4;3;2;0;2;1;0;1;2;57;2;1;0;22;45;6;5;19;3;0;29;0;8;1;0;1;183;3;1;1;11;2;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;63;BELOVAR;VATROGASNI DOM BELOVAR;VARAŽDINSKA 36;428;242;242;239;3;0;1;5;1;1;2;0;10;0;3;0;1;50;3;0;1;23;13;2;4;5;1;0;26;0;1;0;0;0;84;0;0;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;64;BLAGUŠA;VATROGASNI DOM;BLAGUŠKA 63;580;300;300;292;8;0;0;1;0;0;2;0;3;0;0;0;0;44;0;0;0;18;16;5;2;13;2;0;30;0;4;0;0;1;125;1;0;1;19;0;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;65;BUDENEC;PROSTORIJE MJESNOG ODBORA;BUDENEÈKA CESTA 20A;273;163;163;162;1;0;0;1;2;0;1;0;2;0;0;1;0;36;0;0;0;10;5;6;1;11;4;0;7;0;3;0;0;1;70;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;66;CENTAR;PROSTORIJE MJESNOG ODBORA;KARLOVAÈKA 2;710;441;441;431;10;0;2;1;7;2;2;0;19;0;0;1;0;81;3;0;0;3;18;20;6;16;17;1;13;1;12;0;0;1;191;3;1;2;5;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;67;CENTAR;PODRUÈNI URED SESVETE;TRG DRAGUTINA DOMJANIÆA 4;510;277;276;270;6;0;0;1;0;3;2;1;13;3;1;0;0;54;3;1;0;4;9;5;10;19;13;1;11;0;5;0;0;3;102;1;0;2;2;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;68;CERJE-SESVETE;VATROGASNI DOM;PODOLNICA 15;376;219;219;218;1;0;0;0;2;0;1;0;9;0;3;1;2;35;1;1;2;9;3;2;7;14;5;1;20;0;2;0;0;0;97;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;69;DOBRODOL;PROSTORIJE MJESNOG ODBORA;DOBRODOLSKA CESTA 24;1.367;790;790;778;12;0;3;1;5;8;3;1;28;0;3;3;5;159;5;0;2;16;42;20;27;47;20;1;37;0;10;0;0;1;308;0;2;2;16;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;70;DRENÈEC;PROSTORIJE MJESNOG ODBORA;ULICA SLOBODE 8;122;87;87;81;6;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;1;4;0;2;3;4;0;10;0;2;0;0;0;51;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;71;DUMOVEC;PROSTORIJE MJESNOG ODBORA;VINKA SEDINIÆA 30A;848;459;459;452;7;0;0;2;4;2;2;1;15;0;0;0;5;104;0;0;2;6;30;13;16;24;8;1;24;0;6;0;0;2;177;0;0;1;6;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;72;ÐURÐEKOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA CESTA 35;610;375;371;366;5;0;1;4;0;6;1;1;9;0;4;0;2;44;0;0;0;27;42;10;6;28;0;1;37;1;2;0;0;0;136;0;0;1;2;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;73;GAJEC;PROSTORIJE MJESNOG ODBORA;STJEPANA VOJNOVIÆA 22;266;176;176;171;5;0;0;2;0;1;0;1;7;0;1;0;0;25;0;0;0;16;4;3;6;5;5;0;17;0;4;0;0;1;68;0;0;1;4;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;74;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.586;1.043;1.028;1.018;10;0;0;1;8;8;5;2;35;1;2;2;3;205;12;1;0;22;50;23;71;76;34;0;40;0;16;0;0;0;364;1;3;4;25;3;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;75;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.391;723;722;712;10;0;0;0;5;8;3;2;32;2;2;3;0;177;3;1;0;11;32;19;47;29;23;0;77;0;22;0;1;0;205;2;1;2;2;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;76;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.143;757;757;745;12;0;0;1;1;3;2;1;28;1;4;1;1;135;0;0;1;15;25;17;13;45;22;0;46;0;13;0;1;0;352;2;0;2;11;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;77;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.225;750;749;735;14;1;1;3;4;9;5;2;23;1;1;1;0;135;2;0;0;23;30;25;24;56;21;0;32;0;15;1;0;1;312;2;0;1;0;3;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;78;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.145;710;709;700;9;1;1;1;3;5;7;1;27;0;3;2;1;144;0;1;0;11;31;25;25;46;14;0;43;0;14;0;0;1;281;2;2;1;4;0;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;79;GAJIŠÆE;OŠ SESVETE;IVANA GORANA KOVAÈIÆA 19;1.430;897;897;886;11;1;1;2;6;7;0;3;30;3;2;2;2;191;4;1;0;9;31;35;54;49;16;0;45;0;22;0;0;1;351;1;3;0;11;3;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;80;GLAVNICA DONJA;VATROGASNI DOM;GLAVNIÈKA CESTA 23A;567;299;299;296;3;0;0;2;2;4;6;0;1;0;2;0;1;72;2;0;0;18;23;5;0;16;4;0;15;0;3;0;0;0;117;0;0;1;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;81;GLAVNICA GORNJA;PROSTORIJE MJESNOG ODBORA;GAJEVA 60;239;114;113;113;0;1;0;2;0;0;2;0;3;0;0;1;0;33;0;0;0;7;3;1;2;8;0;0;5;0;0;0;0;1;40;0;0;0;3;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;82;GLAVNIÈICA;PROSTORIJE MJESNOG ODBORA;GLAVNIÈICA 6;179;112;112;110;2;0;0;1;1;0;3;0;2;0;0;1;0;9;0;0;0;23;0;2;0;5;0;0;7;0;2;0;0;0;48;2;0;1;3;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;83;GORANEC;PROSTORIJE MJESNOG ODBORA;KAMENŠÈICA 4;350;227;227;222;5;0;0;1;1;4;1;1;4;0;0;0;0;11;1;0;1;50;1;3;12;12;4;0;16;1;5;0;0;0;84;0;1;1;7;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;84;JELKOVEC;PROSTORIJE MJESNOG ODBORA;FILIPOVIÆEVA 2;1.148;697;695;678;17;0;1;6;4;6;7;2;20;0;1;0;2;103;4;0;0;45;29;30;20;27;13;0;86;1;9;0;0;0;253;0;1;2;4;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;85;JESENOVEC;PROSTORIJE MJESNOG ODBORA;JESENOVEÈKA CESTA 31;361;217;217;208;9;0;1;0;1;1;0;0;1;1;1;0;1;36;0;0;0;33;10;2;1;10;4;0;25;0;4;0;0;1;68;0;1;1;4;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;86;KAŠINA;PROSTORIJE MJESNOG ODBORA;CESTA IVANA MAŽURANIÆA 47;901;538;538;529;9;2;0;1;1;0;3;2;7;0;1;1;2;91;3;0;0;40;35;6;5;34;2;0;48;0;7;0;0;1;199;0;0;0;31;5;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;87;KAŠINA;VATROGASNI DOM;CESTA IVANA MAŽURANIÆA 152;525;297;297;288;9;0;1;1;2;2;1;0;8;0;0;0;1;54;1;0;0;8;10;4;5;20;1;0;24;0;4;0;0;0;131;1;0;2;4;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;88;KAŠINSKA SOPNICA;PROSTORIJE MJESNOG ODBORA;RUMAŠÈICA 5;198;117;117;114;3;0;0;1;0;0;2;0;2;0;2;0;1;12;2;0;1;17;3;2;1;6;5;0;13;0;2;0;0;0;39;0;0;0;3;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;89;KOBILJAK;VATROGASNI DOM;KOBILJAÈKA CESTA 75;1.403;809;808;797;11;0;1;6;8;4;5;2;29;2;6;1;2;177;6;0;0;8;43;31;23;39;21;0;60;0;7;0;0;0;298;2;0;3;6;2;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;90;KOBILJAK;VATROGASNI DOM;KOBILJAÈKA CESTA 75;1.482;842;842;830;12;1;1;5;7;5;4;2;30;2;2;1;2;157;6;2;0;10;50;23;25;49;13;1;57;1;25;0;0;0;337;1;0;5;4;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;91;KRALJEVEÈKI NOVAKI;PROSTORIJE MJESNOG ODBORA;MESCI 24;2.018;1.152;1.122;1.109;13;1;2;2;9;4;4;6;52;3;7;1;3;275;4;1;0;34;41;48;25;61;19;0;89;3;9;0;0;0;385;0;1;6;11;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;92;KUÈILOVINA;PROSTORIJE MJESNOG ODBORA;KUÈILOVEÈKA CESTA 52;198;134;134;131;3;0;0;0;0;1;1;1;0;0;1;0;1;11;0;0;0;26;8;1;2;13;2;0;12;0;1;0;0;0;45;0;0;0;4;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;93;LUKA;OŠ LUKA-GLAVNI ULAZ;OTONA IVEKOVIÆA 16;743;494;494;486;8;1;0;1;8;3;4;1;21;0;1;3;2;61;1;0;0;3;18;12;12;37;7;0;20;0;15;0;0;0;245;2;0;0;5;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;94;LUKA;OŠ LUKA-GLAVNI ULAZ;OTONA IVEKOVIÆA 16;820;520;520;512;8;1;0;0;5;7;3;1;17;0;2;0;4;81;0;1;0;8;17;9;10;34;19;0;32;0;10;0;0;3;234;2;2;1;5;3;1;;;;;;;;;
