Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  IVAN CVETKOVIÆ, dr.vet.med.;AKCIJA MLADIH - AM  , Nositelj liste:  MARIO ALEMPIJEVIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  EMIL-FRANJO MARKANOVIÆ, dr.med.;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MARIJAN VIDOVIÆ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  DAVOR VLAOVIÆ, dipl.ing. ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO DUSPARA ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  KREŠIMIR LANDEKA ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  JOSIP GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  TOMISLAV POKROVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  VLADO BUŠIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  DARKO STOŠIÆ ;ZELENA STRANKA - ZS  ,   Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;8;JAKAÈINA;DRUŠTVENI DOM U JAKAÈINI;JAKAÈINA MALA 37;151;71;71;66;5;2;0;0;0;0;2;0;11;0;3;1;12;7;18;0;0;0;0;10;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;9;GRGUREVIÆI;OSNOVNA ŠKOLA U GRGUREVIÆIMA;GRGUREVIÆI 29;180;116;115;113;2;0;0;0;1;1;0;1;36;1;5;3;2;13;22;0;0;1;0;24;1;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;10;RAVAN;OSNOVNA ŠKOLA U RAVNU;RAVAN 30;263;117;117;115;2;0;1;0;0;3;0;0;23;0;3;0;4;34;37;0;0;0;1;9;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;11;GORNJI ANDRIJEVCI;DRUŠTVENI DOM U GORNJIM ANDRIJEVCIMA;GORNJI ANDRIJEVCI 81;441;259;259;255;4;2;2;2;2;1;1;0;62;1;7;4;27;35;47;10;0;2;2;46;1;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;12;GRIŽIÆI;OSNOVNA ŠKOLA U GRIŽIÆIMA;GRIŽIÆI 9;114;73;73;73;0;0;0;0;0;0;0;0;37;0;0;3;0;16;5;4;0;0;0;7;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIKIREVCI;1;SIKIREVCI;OŠ SIKIREVCI UÈ.BR. 2;LJUDEVITA GAJA 11;397;205;205;198;7;1;3;0;0;5;1;0;92;0;18;1;1;10;29;0;1;0;3;31;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIKIREVCI;2;SIKIREVCI;OŠ SIKIREVCI UÈ.BR. 3;LJUDEVITA GAJA 11;344;206;206;195;11;0;0;0;0;4;1;1;79;0;15;3;9;3;30;5;1;0;0;44;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIKIREVCI;3;SIKIREVCI;OŠ SIKIREVCI UÈ.BR.4;LJUDEVITA GAJA 11;398;226;226;223;3;0;1;1;1;3;0;0;67;1;18;1;7;12;38;4;1;0;5;63;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIKIREVCI;4;SIKIREVCI;OŠ SIKIREVCI UÈ.BR. 5;LJUDEVITA GAJA 11;508;296;296;286;10;0;1;0;1;9;1;0;96;1;27;8;5;11;39;1;3;1;0;81;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIKIREVCI;5;JARUGE;AMBULANTA OPÆE MEDICINE U JARUGAMA;JARUGE;635;316;316;307;9;4;3;0;1;11;1;2;166;0;5;2;28;7;40;1;1;0;0;32;3;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SLAVONSKI ŠAMAC;1;SLAVONSKI ŠAMAC;PROSTORIJE OPÆINE SLAVONSKI ŠAMAC;KRALJA ZVONIMIRA 63;539;234;234;224;10;0;2;2;0;2;1;2;78;1;33;0;5;7;30;4;4;0;0;52;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SLAVONSKI ŠAMAC;2;SLAVONSKI ŠAMAC;ÈITAONICA U VATROGASNOM DOMU;KRALJA ZVONIMIRA 55;662;259;259;251;8;2;1;2;1;6;0;2;41;3;34;8;6;9;30;3;0;1;1;99;0;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SLAVONSKI ŠAMAC;3;KRUŠEVICA;"OŠ ""J.KOZARAC"" KRUŠEVICA";TRG S.RADIÆA 3;521;228;228;228;0;0;0;0;0;0;0;0;72;2;18;1;9;12;33;1;1;1;0;76;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SLAVONSKI ŠAMAC;4;KRUŠEVICA;"OŠ ""J. KOZARAC"" KRUŠEVICA";TRG S.RADIÆA 3;659;290;290;286;4;0;0;2;1;3;1;0;127;0;26;5;3;27;33;2;0;1;0;54;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;1;STARA GRADIŠKA;ZGRADA OPÆINE;TRG HRVATSKIH BRANITELJA 1;295;157;157;152;5;2;1;1;0;3;1;1;40;1;12;2;13;5;17;0;0;1;0;52;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;2;DONJI VAROŠ;MJESNI DOM DONJI VAROŠ;DONJI VAROŠ 70;344;193;193;190;3;1;1;0;0;2;0;1;66;1;12;0;8;7;17;3;0;2;1;66;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;3;GORNJI VAROŠ;MJESNI DOM GORNJI VAROŠ;GORNJI VAROŠ;233;132;132;126;6;0;0;2;1;3;0;1;48;1;28;2;3;6;2;1;0;0;1;24;1;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;4;USKOCI;MJESNI DOM USKOCI;USKOCI;122;82;82;82;0;0;0;1;0;4;0;0;38;0;0;1;1;5;4;1;0;0;0;25;1;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;5;NOVI VAROŠ;MJESNI DOM NOVI VAROŠ;NOVI VAROŠ;237;116;116;114;2;0;0;0;0;2;1;2;32;1;4;1;2;2;22;1;0;2;0;38;1;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARA GRADIŠKA;6;GREÐANI;MJESNI DOM GREÐANI;GREÐANI;192;36;36;32;4;0;0;2;0;1;0;1;4;0;0;0;1;0;0;0;0;0;0;23;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI JANKOVCI;1;STARI JANKOVCI;ZGRADA OPÆINE;DR.FRANJE TUÐMANA 1;1.271;748;748;729;19;0;1;1;0;9;7;4;325;4;27;18;12;19;96;16;4;0;7;178;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI JANKOVCI;2;NOVI JANKOVCI;ZGRADA MJESNOG ODBORA;ŠKOLSKA 1;817;490;490;482;8;3;1;3;4;2;1;2;269;4;9;4;4;13;58;9;1;0;0;93;0;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI JANKOVCI;3;SLAKOVCI;"ZGRADA POSLOVNOG CENTRA ""SLAK""";PETRA PRERADOVIÆA 52;985;557;557;545;12;0;0;2;1;14;3;4;231;3;3;58;5;23;105;4;0;3;1;81;1;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI JANKOVCI;4;OROLIK;ZGRADA MJESNOG ODBORA;I.G.KOVAÈIÆA 1;280;165;165;161;4;0;1;0;0;2;1;2;76;0;1;0;1;2;5;0;0;0;0;69;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI JANKOVCI;5;SRIJEMSKE LAZE;ZGRADA MJESNOG ODBORA;BRANISLAVA NUŠIÆA 2;139;79;79;73;6;0;1;0;0;5;0;0;9;0;4;0;0;0;3;0;0;0;0;50;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI MIKANOVCI;1;STARI MIKANOVCI;"ST.MIKANOVCI-""BAGARIÆ""";ÐAKOVAÈKA 1;830;485;485;480;5;1;2;3;3;3;3;2;117;2;7;14;17;30;62;9;1;0;3;196;0;2;0;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI MIKANOVCI;2;STARI MIKANOVCI;"ST. MIKANOVCI ""CENTAR""";M.GUPCA 2;614;395;395;390;5;0;2;3;2;2;2;0;107;7;15;3;7;13;53;5;0;0;2;166;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI MIKANOVCI;3;STARI MIKANOVCI;"ST.MIKANOVCI ""MLIN""";V. NAZORA 138;704;478;478;470;8;1;2;1;0;11;1;1;118;2;27;7;3;39;66;12;3;0;2;172;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARI MIKANOVCI;4;NOVI MIKANOVCI;NOVI MIKANOVCI;B.RADIÆA 146;513;310;310;304;6;0;1;1;0;2;0;2;131;0;8;3;3;11;52;4;0;0;1;83;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;1;VRBOVA;DRUŠTVENI DOM VRBOVA;VRBOVA;875;438;438;428;10;0;2;6;4;8;4;3;169;4;29;3;15;15;59;11;2;0;1;88;0;1;2;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;2;KOMARNICA;DRUŠTVENI DOM KOMARNICA;KOMARNICA;232;150;150;146;4;0;2;2;0;2;1;1;51;2;9;3;6;7;24;1;0;0;0;35;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;3;BLAŽEVIÆ DOL;DRUŠTVENI DOM BLAŽEVIÆ DOL;BLAŽEVIÆ DOL;167;79;79;79;0;1;0;1;0;0;0;0;37;0;22;1;0;0;6;0;0;0;0;10;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;4;GODINJAK;DRUŠTVENI DOM GODINJAK;GODINJAK;570;337;337;331;6;0;1;0;0;4;3;0;79;0;60;37;5;4;65;1;0;4;2;66;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;5;TISOVAC;DRUŠTVENI DOM TISOVAC;TISOVAC;323;224;224;220;4;0;0;1;0;1;6;1;62;1;44;15;4;6;41;2;1;0;1;31;0;0;2;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;6;LAZE;OSNOVNA ŠKOLA VLADIMIR NAZOR PŠ LAZE;LAZE;262;149;149;148;1;0;0;0;0;0;0;0;70;1;20;4;8;3;16;3;0;0;1;21;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;7;GORNJI CRNOGOVCI;"DRUŠTVENI DOM ""STRAŽA"" GORNJI CRNOGOVCI";GORNJI CRNOGOVCI;104;65;65;63;2;0;1;0;0;1;0;0;21;0;7;1;0;0;14;5;2;0;0;11;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;8;DONJI CRNOGOVCI;DRUŠTVENI DOM DONJI CRNOGOVCI;DONJI CRNOGOVCI;100;82;82;81;1;3;1;0;0;5;0;1;26;0;9;3;3;2;3;1;1;0;0;22;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;9;STARO PETROVO SELO;VATROGASNI DOM STARO PETROVO SELO;FRANKOPANSKA 4;933;474;474;465;9;0;0;2;2;8;3;7;140;6;41;10;9;28;68;10;1;4;5;115;2;3;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;10;STARO PETROVO SELO;DRUŠTVENI DOM STARO PETROVO SELO;MATIJE GUPCA 31;741;397;397;387;10;0;1;1;0;5;2;2;97;2;36;10;4;25;84;9;2;0;2;99;0;1;4;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;11;ŠTIVICA;VATROGASNI DOM ŠTIVICA;ŠTIVICA;550;304;303;298;5;0;1;1;4;6;2;1;118;1;22;2;5;8;75;0;0;0;1;48;2;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;12;OŠTRI VRH;DRUŠTVENI DOM OŠTRI VRH;OŠTRI VRH;150;92;92;92;0;0;0;0;0;1;1;0;27;3;15;1;0;4;10;1;0;0;0;29;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;STARO PETROVO SELO;13;VLADISOVO;PRIVATNA KUÆA MILANA VUKOVIÆA;VLADISOVO 4;17;13;13;13;0;0;0;0;0;2;0;0;6;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ŠTITAR;1;ŠTITAR;"O.Š. ""IVAN GORAN KOVAÈIÆ"" ŠTITAR";ŠKOLSKA 28;1.125;512;512;502;10;0;2;2;2;4;2;2;135;5;37;11;14;16;141;2;3;1;2;116;1;1;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ŠTITAR;2;ŠTITAR;"O.Š. ""IVAN GORAN KOVAÈIÆ"" ŠTITAR";ŠKOLSKA 28;1.028;462;462;457;5;2;1;4;0;7;7;1;100;3;55;8;7;10;90;10;0;3;5;142;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOMPOJEVCI;1;BERAK;DOM KULTURE BERAK;OROLIÈKA 9;367;241;241;236;5;1;0;0;0;7;0;0;122;2;4;4;10;8;32;2;0;0;0;42;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOMPOJEVCI;2;BOKŠIÆ;DOM KULTURE BOKŠIÆ;RADIÆEVA 21;121;95;95;94;1;0;0;1;0;1;1;3;67;1;1;2;0;1;8;1;0;0;0;6;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOMPOJEVCI;3;ÈAKOVCI;DOM KULTURE ÈAKOVCI;ŠANDORA PETEFIJA 15;217;144;144;135;9;0;0;0;0;2;0;0;59;0;4;4;1;10;6;1;0;0;1;46;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOMPOJEVCI;4;MIKLUŠEVCI;STARA VELEPROMETOVA TRGOVINA;TRG ŽRTAVA DOMOVINSKOG RATA 7;202;163;163;162;1;0;1;1;0;0;2;0;56;0;5;2;4;14;9;1;1;0;0;62;1;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOMPOJEVCI;5;TOMPOJEVCI;ŠAHOVSKI KLUB;RADIÆEVA 5;300;215;215;210;5;0;0;0;1;5;0;2;101;1;2;2;12;10;15;7;0;1;0;49;0;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TORDINCI;1;TORDINCI;TORDINCI;TRG HRVATSKIH ŽRTAVA 9;707;432;432;417;15;0;2;0;2;7;1;5;228;3;22;8;3;4;46;4;2;0;0;76;1;1;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TORDINCI;2;KOROÐ;KOROÐ;I.L.RIBARA 67;143;93;93;93;0;0;1;1;1;1;0;1;32;1;0;1;2;1;13;1;0;1;0;36;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TORDINCI;3;ANTINSKA MLAKA;ANTINSKA MLAKA;GLAVNA 17;47;25;25;21;4;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TORDINCI;4;ANTIN;ANTIN;I.GUNDULIÆA 85;655;444;444;442;2;1;0;0;2;6;2;1;135;1;0;122;15;10;54;2;4;0;0;87;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOVARNIK;1;TOVARNIK;DOM UMIROVLJENIKA;A.G.MATOŠA 12;596;378;378;373;5;0;3;0;1;5;3;4;198;1;1;2;8;10;30;6;0;2;0;93;2;1;2;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOVARNIK;2;TOVARNIK;VATROGASNI DOM TOVARNIK;A.G.MATOŠA 3;636;361;359;356;3;1;0;0;0;2;2;2;221;0;3;2;9;4;43;4;2;3;3;52;1;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOVARNIK;3;TOVARNIK;"ZGRADA ""AGRO-TOVARNIK"" TOVARNIK";VLÈ.IVE BURIKA 43;560;332;332;327;5;0;1;1;3;5;1;1;136;0;1;3;11;5;47;2;0;2;4;100;0;2;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TOVARNIK;4;ILAÈA;HRVATSKI DOM ILAÈA;V.NAZORA 29;808;550;550;544;6;2;3;1;1;6;2;5;233;2;10;5;4;14;158;13;0;1;0;79;0;0;1;4;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;1;TRPINJA;OPÆINA TRPINJA - VIJEÆNICA;GAJÈANSKA 1;252;175;166;153;13;0;1;0;0;2;0;0;5;0;1;2;0;2;2;2;0;0;0;132;1;1;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;2;BRŠADIN;DOM KULTURE BRŠADIN;V.ÐURÐEVIÆA 42;363;183;183;180;3;0;0;1;1;3;0;1;6;0;0;0;1;0;3;4;2;0;1;157;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;3;BOBOTA;DOM KULTURE BOBOTA;MITROVIÆEVA BB;293;210;210;207;3;0;0;1;0;2;1;0;2;0;4;0;1;0;3;1;0;0;1;191;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;4;VERA;O.Š. BOBOTA, PODRUÈNA ŠKOLA VERA;M. OBILIÆA 2;84;53;53;48;5;0;1;2;0;0;0;0;3;0;0;0;1;0;0;0;0;0;2;39;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;5;PAÈETIN;DOM KULTURE PAÈETIN;B.NUDIÆA BB;82;49;49;49;0;0;0;0;0;0;0;0;1;0;1;0;0;5;2;0;0;0;0;39;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;6;LUDVINCI;O.Š. BOBOTA, PODRUÈNA ŠKOLA LUDVINCI;B.MASLARIÆA 2;40;33;33;33;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;27;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;TRPINJA;7;ÆELIJE;MJESNI ODBOR ÆELIJE;IVANOVA 37;116;82;82;82;0;0;0;0;0;0;0;1;56;0;0;1;4;0;7;5;0;0;2;6;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;1;DRUŠTVENO VATROGASNI DOM;VELIKA;S. RADIÆA 18;460;271;271;266;5;2;4;3;0;12;1;0;74;1;0;2;0;6;43;12;1;0;0;95;1;2;5;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;2;ZGRADA OPÆINE;VELIKA;TRG BANA J. JELAÈIÆA 34;995;579;579;567;12;1;2;2;0;27;3;3;174;6;6;10;10;9;84;12;3;2;0;203;4;4;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;3;"ZGRADA ""KUTJEVO"" D.D.";VELIKA;DR. FRANJE TUÐMANA 24;420;261;261;258;3;0;1;1;1;5;1;3;69;1;8;2;6;1;39;9;0;1;1;107;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;4;OSNOVNA ŠKOLA;RADOVANCI;RADOVANCI BB;425;275;275;271;4;1;3;1;2;7;5;0;71;4;9;5;16;7;46;4;1;0;1;86;0;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;5;HRVATSKI SELJAÈKI DOM;TRENKOVO;TRENKOVA 13;710;449;449;445;4;1;1;2;1;10;0;3;180;0;5;9;6;15;73;2;2;1;0;132;0;0;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;6;DRUŠTVENI DOM;ANTUNOVAC;ANTUNOVAC BB;139;85;85;85;0;0;0;0;0;2;0;0;19;0;2;1;5;0;3;0;1;1;1;50;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;7;DRUŠTVENI DOM;POTOÈANI;POTOÈANI BB;173;109;109;106;3;1;1;1;1;0;2;1;41;0;2;3;4;1;12;0;0;0;0;35;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;8;DRUŠTVENI DOM;TRNOVAC;TRNOVAC BB;317;206;206;200;6;0;2;0;0;3;0;1;66;1;13;2;1;4;46;6;0;2;1;49;0;3;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;9;DRUŠTVENO VATROGASNI DOM;TORANJ;TORANJ BB;152;98;98;93;5;0;0;3;0;1;1;1;34;0;4;1;0;1;29;0;0;0;2;16;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;10;DRUŠTVENI DOM;DRAGA;DRAGA BB;240;152;152;149;3;0;2;4;0;3;1;0;54;0;7;3;4;1;27;2;0;0;0;40;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;11;OŠ I. G. KOVAÈIÆA, PO BIŠKUPCI;BIŠKUPCI;BIŠKUPCI BB;313;209;209;208;1;2;1;1;0;1;5;0;84;3;10;2;1;3;20;7;0;0;7;61;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;12;DRUŠTVENI DOM;STRAŽEMAN;STRAŽEMAN BB;215;135;135;134;1;1;2;0;0;3;0;0;64;1;7;1;3;1;20;1;1;0;0;27;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;13;DRUŠTVENI DOM;LUÈINCI;LUÈINCI BB;95;48;48;47;1;1;0;0;1;0;1;0;14;0;0;0;0;0;1;0;0;0;2;27;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;14;PRIVATNA KUÆA ANKICE JOSIPOVIÆ;DOLJANCI;DOLJANCI 1;79;51;51;51;0;0;0;0;0;0;1;0;28;0;0;1;1;0;0;0;0;0;1;19;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;15;PRIVATNA KUÆA DRAGE PRIJIÆA;OLJASI;OLJASI 19;56;33;33;32;1;0;0;0;0;1;0;0;8;0;0;1;0;0;3;0;0;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;16;DRUŠTVENI DOM;MILANOVAC;MILANOVAC BB;46;32;32;32;0;0;0;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA;17;DRUŠTVENI DOM;POLJANSKA;POLJANSKA BB;143;60;60;56;4;0;0;4;0;2;0;1;22;2;1;1;0;0;3;1;0;0;0;19;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA KOPANICA;1;VELIKA KOPANICA;VATROGASNI DOM V. KOPANICA;VELIKA KOPANICA;453;189;189;186;3;0;0;0;0;1;1;1;52;1;4;15;19;11;13;4;0;0;1;61;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA KOPANICA;2;VELIKA KOPANICA;PROSTORIJA KUD-A V. KOPANICA;VELIKA KOPANICA;492;243;243;240;3;0;2;1;0;8;1;0;54;1;4;5;15;14;51;3;3;1;1;75;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA KOPANICA;3;VELIKA KOPANICA;"OSNOVNA ŠKOLA ""IVAN FILIPOVIÆ""";VELIKA KOPANICA;530;268;268;263;5;2;0;0;2;3;2;0;67;2;19;17;11;22;45;5;1;0;0;64;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA KOPANICA;4;VELIKA KOPANICA;MATIÈNI URED U V. KOPANICI;VELIKA KOPANICA;299;155;155;153;2;0;1;3;1;2;0;1;35;2;16;11;10;6;15;4;0;2;0;39;0;2;3;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;VELIKA KOPANICA;5;DIVOŠEVCI;MJESNI DOM U DIVOŠEVCIMA;DIVOŠEVCI;254;164;164;164;0;0;2;1;1;2;0;1;77;1;10;5;7;5;34;1;0;0;0;16;0;0;0;1;;;;;;;;;;;;;;;;;
