Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN RUŠEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  DARKO KRNIÆ;AKCIJA MLADIH - AM  , Nositelj liste:  ANDREJ BRIŠÈIK ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  EMIL ÈIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  STEVO GRAHOVAC;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MATO BARUKÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;"HRVATSKA STRANKA PRAVA - HSP , ""HRVATSKA STRAŽA"" NACIONALNA STRANKA - HS NS  , Nositelj liste:  DANIEL SRB   ";HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  TOMISLAV ŠPERANDA ;JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  MARIJAN ŠKARIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  GORDAN MASNJAK;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  IVAN LONÈAR;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  DALI MOR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  NIKOLA OPAÈIÆ ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZELENA LISTA  , Nositelj liste:  DANICA JOVIÆ  ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ  ;ZELENI HRVATSKE - ZELENI HR  , Nositelj liste:  ZDRAVKO PEKO;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;2;PODGORAÈ;OPÆINA PODGORAÈ;PODGORAÈ;475;265;265;262;3;0;0;0;1;0;1;7;1;2;64;8;1;9;3;49;5;0;0;0;2;1;1;105;0;2;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;3;OSTROŠINCI;DRUŠTVENI DOM;OSTROŠINCI;93;58;58;57;1;1;0;0;0;0;0;0;0;1;11;2;0;0;0;17;1;0;0;0;0;1;0;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;4;RAZBOJIŠTE;VATROGASNI DOM;RAZBOJIŠTE;260;172;172;169;3;1;0;0;0;0;1;6;1;0;45;0;0;6;0;52;1;1;0;0;0;0;2;52;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;5;STIPANOVCI;VATROGASNI DOM;STIPANOVCI;371;234;234;229;5;0;0;0;1;0;3;10;0;0;34;4;6;3;1;72;4;1;0;0;1;3;0;85;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;6;KRŠINCI;STARA ŠKOLA;KRŠINCI;117;83;83;81;2;0;0;0;0;0;2;6;0;0;12;1;8;3;1;9;1;0;0;0;1;1;0;36;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;7;KELEŠINKA;VATROGASNI DOM;KELEŠINKA;56;37;37;37;0;0;0;0;0;0;0;0;0;0;5;6;0;7;0;11;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;8;BIJELA LOZA;DRUŠTVENI DOM;BIJELA LOZA;128;81;81;80;1;0;0;1;0;0;1;12;0;1;2;1;0;0;0;2;0;0;0;0;0;0;0;59;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;9;BUDIMCI;OSNOVNA ŠKOLA HINKA JUHNA;BUDIMCI;471;267;267;258;9;2;1;0;1;1;2;1;0;4;46;5;1;7;2;67;1;0;0;1;0;4;0;111;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODGORAÈ;10;POGANOVCI;OSNOVNA ŠKOLA HINKA JUHNA;POGANOVCI;196;122;122;119;3;0;0;0;0;0;2;1;0;0;14;0;0;4;0;23;0;0;0;0;1;0;0;73;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODRAVSKA MOSLAVINA;1;PODRAVSKA MOSLAVINA;OSNOVNA ŠKOLA;JOSIPA JURJA STROSSMAYERA 87;717;427;426;414;12;0;0;1;2;1;6;1;3;1;111;2;1;18;1;164;5;5;0;0;4;14;0;74;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PODRAVSKA MOSLAVINA;2;KRÈENIK;MJESNI DOM;KOLODVORSKA 100;432;220;220;214;6;2;2;0;0;0;0;2;0;3;87;5;3;4;2;62;0;0;0;0;2;5;0;32;0;1;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;POPOVAC;1;POPOVAC;DOM KULTURE;VLADIMIRA NAZORA 32;810;457;457;453;4;1;2;0;2;0;4;1;0;5;186;2;7;29;1;147;7;1;0;0;1;3;2;51;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;POPOVAC;2;KNEŽEVO;MJESNI ODBOR;RADNIÈKA 1;553;311;311;302;9;0;1;1;1;3;7;0;2;2;56;2;1;11;2;79;8;0;0;0;1;2;0;120;2;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;POPOVAC;3;BRANJINA;DOM KULTURE;DAVORA KOKANOVIÆA 12;280;147;147;143;4;1;1;1;1;1;0;0;2;4;45;4;0;7;2;49;3;0;0;0;0;1;1;19;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PUNITOVCI;1;PUNITOVCI;OPÆINA PUNITOVCI, OPÆINSKA VIJEÆNICA;STJEPANA RADIÆA 58;583;387;387;383;4;1;1;0;2;1;9;4;1;2;115;19;0;9;2;163;4;0;0;0;1;1;0;48;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PUNITOVCI;2;JOSIPOVAC PUNITOVAÈKI;DOM KULTURE;JOSIPA JURJA STROSSMAYERA 5;445;301;301;295;6;2;1;0;0;0;14;1;0;3;76;2;0;1;2;117;2;0;0;0;0;1;1;70;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;PUNITOVCI;3;JURJEVAC PUNITOVAÈKI;PODRUÈNA ŠKOLA JOSIPA KOZARCA;GLAVNA 42;228;139;139;139;0;1;1;2;1;0;0;2;1;0;40;1;0;1;1;51;4;0;0;0;0;4;1;27;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SATNICA ÐAKOVAÈKA;1;SATNICA ÐAKOVAÈKA;VATROGASNI DOM;ANTE STARÈEVIÆA 24;583;332;332;327;5;0;0;0;1;0;5;1;4;1;99;0;14;10;2;79;3;0;0;0;2;2;1;97;0;1;0;3;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SATNICA ÐAKOVAÈKA;2;SATNICA ÐAKOVAÈKA;PODRUÈNA OSNOVNA ŠKOLA JOSIPA ANTUNA ÆOLNIÆA, UÈIONICA 1;BANA JOSIPA JELAÈIÆA 6;810;409;409;400;9;0;0;0;0;1;10;2;0;4;91;3;5;17;4;132;6;4;0;1;0;0;0;117;0;0;1;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SATNICA ÐAKOVAÈKA;3;GAŠINCI;PODRUÈNA OSNOVNA ŠKOLA JOSIPA ANTUNA ÆOLNIÆA, UÈIONICA 1;STJEPANA RADIÆA 38;729;368;368;362;6;0;0;0;1;0;0;3;0;1;128;3;7;12;1;81;1;0;0;0;2;2;1;116;1;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SEMELJCI;1;SEMELJCI;OSNOVNA ŠKOLA JOSIPA KOZARCA;ŠKOLSKA 21;1.136;642;642;634;8;0;3;2;3;2;12;2;3;2;153;25;8;17;7;177;16;6;2;0;1;11;1;177;1;0;1;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SEMELJCI;2;KORITNA;PODRUÈNA OSNOVNA ŠKOLA JOSIPA KOZARCA;KOLODVORSKA 2;800;451;451;444;7;4;1;0;2;2;9;5;3;6;101;12;1;18;12;156;4;2;0;0;4;2;5;91;0;2;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SEMELJCI;3;KEŠINCI;PODRUÈNA OSNOVNA ŠKOLA JOSIPA KOZARCA;DOLJANSKA BB;706;407;407;397;10;0;2;0;3;0;5;2;5;1;91;12;1;9;3;138;6;4;1;0;3;3;0;106;0;1;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SEMELJCI;4;VRBICA;PODRUÈNA OSNOVNA ŠKOLA JOSIPA KOZARCA;ÐURÐANAÈKA 1;626;347;347;342;5;0;0;0;0;0;2;0;1;4;101;10;0;8;3;146;2;0;1;0;1;1;3;57;1;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SEMELJCI;5;MRZOVIÆ;PODRUÈNA OSNOVNA ŠKOLA JOSIPA KOZARCA;POTOK 2;525;329;329;322;7;2;2;0;4;0;0;2;1;4;74;9;1;4;2;148;4;2;1;0;1;3;1;56;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;1;SOPJE;"PROSTORIJE OSNOVNE ŠKOLE ""DAVORINA TRSTENJAKA""";KRALJA TOMISLAVA BB;526;362;362;355;7;0;0;1;1;1;3;1;0;2;137;19;6;19;3;54;1;0;0;0;5;6;2;92;1;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;2;GRABIÆ;PROSTORIJE MJESNOG DOMA;GRABIÆ BB;121;84;84;82;2;2;0;0;1;0;0;0;0;3;27;0;2;0;0;17;2;0;0;0;0;2;2;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;3;NOVA ŠAROVKA;"PROSTORIJE NK ""STANDARD""";DRAVSKA 28;229;151;151;148;3;0;0;0;0;2;0;1;1;1;49;28;1;11;0;11;1;0;0;1;0;1;1;34;0;0;3;0;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;4;GORNJE PREDRIJEVO;PROSTORIJE MJESNOG DOMA;GORNJE PREDRIJEVO 33;92;70;70;70;0;0;0;0;0;0;0;0;0;1;16;0;9;0;2;19;0;0;0;0;0;0;1;21;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;5;JOSIPOVO;PROSTORIJE VATROGASNOG DOMA;JOSIPOVO 57;227;179;177;176;1;0;0;0;0;0;2;0;1;0;39;8;1;3;1;76;2;4;0;0;0;0;0;39;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;6;KAPINCI;PROSTORIJE MJESNOG DOMA;KRALJA TOMISLAVA 79;166;115;115;114;1;0;0;0;0;0;3;1;0;0;42;1;2;2;0;23;2;0;0;0;0;0;3;33;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;7;ŠPANAT;PROSTORIJE MJESNOG DOMA;GLAVNA 82;163;79;79;77;2;1;0;0;0;1;2;1;1;0;22;0;0;11;2;10;0;1;0;0;0;0;1;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;8;VAŠKA;PROSTORIJE VATROGASNOG DOMA;MATIJE GUPCA 2;318;223;223;213;10;0;1;2;0;0;2;1;0;1;92;2;1;3;1;33;0;0;0;0;0;5;1;67;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SOPJE;9;NOVAKI;PROSTORIJE VATROGASNOG DOMA;MATIJE GUPCA 10;296;201;201;198;3;0;0;1;1;0;0;2;1;1;58;7;3;15;6;36;0;0;0;0;0;2;0;64;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;STRIZIVOJNA;1;STRIZIVOJNA;PROSTORIJE ŠUMARIJE;BRAÆE RADIÆA 99;826;449;449;448;1;0;3;0;3;3;8;1;1;2;135;1;6;11;1;100;5;4;1;1;3;0;0;153;0;1;2;2;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;STRIZIVOJNA;2;STRIZIVOJNA;OPÆINA STRIZIVOJNA;BRAÆE RADIÆA 172;952;524;524;518;6;0;0;0;5;1;5;2;3;4;104;11;3;8;5;279;8;4;0;0;1;0;0;71;0;2;1;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;STRIZIVOJNA;3;STRIZIVOJNA;"ŠAHOVSKI KLUB ""AMATER""";BRAÆE RADIÆA 541;449;201;201;199;2;0;0;0;1;2;1;2;0;1;58;3;2;0;2;69;6;0;0;1;0;1;1;46;3;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;1;BOROVA;DRUŠTVENI DOM MJESNOG ODBORA;TRG KRALJA TOMISLAVA 1;532;271;271;266;5;1;0;1;1;0;11;0;4;3;122;18;1;7;7;6;4;0;0;1;1;1;1;74;1;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;2;BUDANICA;DRUŠTVENI DOM MJESNOG ODBORA;BUDANICA 64;93;50;50;49;1;0;0;0;0;0;1;0;0;0;18;2;0;0;1;6;0;0;0;0;0;0;0;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;3;CABUNA;OSNOVNA ŠKOLA;STJEPANA RADIÆA 42;870;456;456;450;6;0;1;1;3;1;14;3;4;2;148;12;9;6;10;32;8;0;0;0;2;3;4;181;3;1;0;2;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;4;GAÆIŠTE;DRUŠTVENI DOM MJESNOG ODBORA;GAÆIŠTE 101;176;99;99;98;1;2;0;0;0;0;6;0;0;0;37;7;2;0;0;4;3;0;0;0;0;1;0;35;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;5;JUGOVO POLJE;DRUŠTVENI DOM MJESNOG ODBORA;TRG SV. PETRA I PAVLA 18;247;193;193;191;2;1;0;0;1;0;1;0;0;1;65;16;1;1;0;12;1;0;0;2;0;0;5;82;0;1;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;6;LEVINOVAC;OSNOVNA ŠKOLA;LEVINOVAC 58;236;104;104;103;1;0;1;0;2;2;2;0;0;0;70;3;2;6;2;5;1;0;0;0;0;1;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;7;NAUDOVAC;OSNOVNA ŠKOLA;NAUDOVAC 45;107;79;79;79;0;0;1;0;0;0;2;1;1;1;13;0;2;1;2;5;0;0;0;0;1;0;0;49;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;8;OREŠAC;OSNOVNA ŠKOLA;OREŠAC 75;313;225;225;222;3;0;0;0;2;0;5;3;0;1;96;22;4;4;0;14;2;0;0;0;0;6;1;60;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;9;PÈELIÆ;OSNOVNA ŠKOLA;PÈELIÆ 211;404;226;226;225;1;1;0;1;0;0;3;0;0;2;66;0;1;5;2;13;4;2;0;1;0;4;1;118;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;10;PEPELANA;OSNOVNA ŠKOLA;PEPELANA 138;161;91;91;90;1;1;0;0;1;0;0;0;0;0;52;5;1;1;1;5;4;0;0;0;0;1;0;17;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;11;PIVNICA SLAVONSKA;DRUŠTVENI DOM MJESNOG ODBORA;PIVNICA SLAVONSKA 30;107;61;61;59;2;0;0;0;2;0;3;0;0;0;28;2;1;1;0;0;2;1;0;0;1;0;0;17;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;12;SUHOPOLJE;OSNOVNA ŠKOLA;KRALJA TOMISLAVA 26;1.129;727;727;718;9;0;2;1;0;0;15;2;3;4;252;21;17;20;11;55;15;1;0;0;1;6;0;285;0;1;4;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;13;SUHOPOLJE;PROSTOR TRGOVINE;KRALJA TOMISLAVA 211;318;182;182;178;4;1;0;0;2;3;3;2;2;0;55;3;2;1;0;11;9;0;0;0;1;2;0;79;1;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;14;SUHOPOLJE;DRUŠTVENI DOM MJESNOG ODBORA;KAPAN 62;235;139;139;139;0;1;0;0;3;1;2;0;1;0;42;3;10;4;1;9;0;0;0;0;1;6;0;54;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;15;SUHOPOLJE;HRVATSKI DOM;TRG SV. TEREZIJE 10;1.036;673;673;663;10;2;4;0;2;3;17;5;1;3;247;12;18;25;13;54;11;2;0;0;5;3;2;224;1;0;4;3;2;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;16;MALA TRAPINSKA;DRUŠTVENI DOM MJESNOG ODBORA;MALA TRAPINSKA 6A;116;72;72;71;1;1;1;0;0;0;0;0;0;0;51;1;0;0;0;1;1;0;0;0;0;0;1;13;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;17;TRNAVA CABUNSKA;PRIVATNA KUÆA;TRNAVA CABUNSKA 67;66;25;25;25;0;0;0;0;0;0;0;0;0;0;12;1;0;1;1;1;0;0;0;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;18;ZVONIMIROVO;DRUŠTVENI DOM MJESNOG ODBORA;STJEPANA RADIÆA 1;109;34;34;33;1;1;0;0;0;0;0;0;0;0;19;1;0;0;0;3;0;0;0;0;0;1;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;SUHOPOLJE;19;ŽUBRICA;PRIVATNA KUÆA;ŽUBRICA 26;106;58;58;58;0;0;1;0;0;3;5;1;0;3;30;4;1;1;0;4;1;0;0;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;1;ŠODOLOVCI;ZGRADA OPÆINE;IVE ANDRIÆA 3;210;112;112;107;5;1;1;0;0;0;0;2;0;3;9;1;0;0;1;28;2;0;0;0;0;0;1;58;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;2;SILAŠ;DRUŠTVENI DOM;BORISA KIDRIÈA 1;151;60;60;55;5;0;0;1;0;0;1;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0;0;47;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;3;PALAÈA;DRUŠTVENI DOM;MIROSLAVA ODAVIÆA 2;132;59;59;58;1;0;0;0;0;0;0;0;0;1;2;0;1;0;0;14;2;0;0;0;0;0;0;38;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;4;ADA;DRUŠTVENI DOM;GLAVNA 6;87;56;56;55;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;0;0;0;0;0;0;46;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;5;PETROVA SLATINA;DRUŠTVENI DOM;KORDUNAŠKA 48;85;39;39;37;2;1;0;1;0;1;1;0;1;0;2;1;0;4;0;3;1;0;0;0;1;0;0;20;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠODOLOVCI;6;PAULIN DVOR;DRUŠTVENI DOM;GLAVNA 25;55;32;32;32;0;0;0;0;0;1;2;0;1;3;9;1;0;2;0;5;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;1;ŠPIŠIÆ BUKOVICA;AMBULANTA ŠPIŠIÆ BUKOVICA;VLADIMIRA NAZORA 59;588;347;347;342;5;0;2;1;3;4;12;4;3;1;105;9;2;9;7;28;9;0;0;0;5;4;2;131;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;2;ŠPIŠIÆ BUKOVICA;"OSNOVNA ŠKOLA ""AUGUST CESAREC""";VLADIMIRA NAZORA 1;546;365;364;353;11;0;3;4;2;3;9;4;2;2;80;5;3;10;7;24;8;1;0;0;3;3;4;171;3;1;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;3;ŠPIŠIÆ BUKOVICA;VATROGASNI DOM;PETRA PRERADOVIÆA BB;494;283;283;281;2;0;1;0;1;1;9;2;0;3;96;6;2;19;3;9;9;0;0;1;1;1;2;111;2;0;2;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;4;VUKOSAVLJEVICA;DRUŠTVENI DOM;BILOGORSKA BB;563;412;412;409;3;1;0;3;5;0;8;2;0;3;129;27;2;21;4;17;12;2;0;0;1;3;3;166;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;5;LOZAN;DRUŠTVENI DOM;IVE MARINKOVIÆA BB;431;266;266;259;7;0;0;0;5;1;5;5;0;2;83;16;0;8;2;17;5;1;0;0;0;10;0;98;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;6;ROGOVAC;OSNOVNA ŠKOLA;ROGOVAC BB;193;138;138;133;5;0;0;0;1;0;5;0;1;1;37;15;1;8;1;5;0;0;0;0;0;3;0;54;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;7;BUŠETINA;OSNOVNA ŠKOLA;VLADIMIRA NAZORA 8;699;432;432;424;8;0;0;2;1;4;9;2;1;4;124;45;4;92;1;24;3;3;1;1;3;14;0;82;2;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ŠPIŠIÆ BUKOVICA;8;OKRUGLJAÈA;OSNOVNA ŠKOLA;OKRUGLJAÈA BB;228;160;160;160;0;0;0;1;0;0;6;1;0;1;35;15;5;8;0;2;5;1;0;0;0;4;0;75;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;1;TRNAVA;DOM KULTURE;IVANA MEŠTROVIÆA 2;561;326;326;323;3;1;0;1;4;0;11;1;1;4;66;18;1;18;1;91;9;0;0;0;3;4;1;85;3;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;2;LAPOVCI;DOM KULTURE;LAPOVCI BB;296;145;139;134;5;0;0;1;5;0;22;5;1;0;38;1;0;1;2;29;1;0;0;0;0;1;0;26;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;3;HRKANOVCI ÐAKOVAÈKI;DOM KULTURE;HRKANOVCI ÐAKOVAÈKI BB;104;64;64;62;2;0;1;0;1;0;1;0;1;0;3;2;0;0;0;6;0;0;0;0;0;1;0;45;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;4;KONDRIÆ;DOM KULTURE;KONDRIÆ BB;219;135;135;132;3;0;0;1;1;0;1;1;1;3;13;0;1;5;3;82;2;0;0;0;0;2;0;15;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;5;SVETOBLAŽJE;DOM KULTURE;SVETOBLAŽJE BB;72;34;34;34;0;0;1;0;1;0;2;1;0;0;12;0;0;0;0;9;0;0;0;0;0;0;0;8;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;TRNAVA;6;DRAGOTIN;OSNOVNA ŠKOLA JOSIPA JURJA STROSSMAYERA TRNAVA, PODRUÈNA ŠKOLA DRAGOTIN;DRAGOTIN BB;238;97;97;94;3;0;0;1;0;1;0;1;0;2;27;0;2;1;0;30;1;0;0;0;0;1;0;27;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VILJEVO;1;VILJEVO;"OSNOVNA ŠKOLA ""ANTE STARÈEVIÆA""";KRALJA TOMISLAVA 1;1.080;721;721;708;13;3;0;2;3;2;11;6;2;2;286;21;1;15;5;222;11;3;1;0;2;12;3;92;3;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;VILJEVO;2;KAPELNA;OSNOVNA ŠKOLA;PETRA PRERADOVIÆA 103;156;97;97;96;1;2;1;0;0;0;2;0;0;3;22;1;0;2;0;15;1;0;0;0;0;4;0;41;0;1;0;0;1;;;;;;;;;;;;;;;;;
